@relation dados

@attribute loja {SantanaShopping, PinheirosShopping}
@attribute mes {Fevereiro, Marco}
@attribute hora {Manha, Tarde, Noite}
@attribute fluxo {SemFluxo, FluxoBaixo, FluxoModerado, FluxoAlto}
@attribute fluxoVitrine {VitrineNenhumMovimento, VitrineBaixo, VitrineMedio, VitrineAlto}
@attribute temperatura {Frio, Normal, Quente}
@attribute chuva {MuitaChuva,Chuva,Sol}
@attribute atendimento {Nenhum,1-5,6-10,11-14,15-19}

@data
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,6-10
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineMedio,Normal,Chuva,6-10
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Chuva,6-10
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,11-14
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineMedio,Normal,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineMedio,Normal,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Normal,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,11-14
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,MuitaChuva,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Normal,Chuva,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Normal,Sol,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Normal,Sol,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Normal,Sol,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Frio,MuitaChuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,MuitaChuva,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Frio,MuitaChuva,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineMedio,Frio,MuitaChuva,11-14
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,11-14
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,MuitaChuva,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,MuitaChuva,6-10
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,11-14
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,6-10
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,MuitaChuva,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,MuitaChuva,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,Nenhum
SantanaShopping,Marco,Manha,FluxoModerado,VitrineMedio,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Frio,Chuva,Nenhum
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Chuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Normal,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,MuitaChuva,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,MuitaChuva,1-5
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Frio,MuitaChuva,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Normal,Chuva,6-10
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Frio,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Frio,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Frio,Chuva,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,6-10
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,6-10
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,6-10
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Frio,Sol,Nenhum
SantanaShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Normal,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,MuitaChuva,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Normal,Chuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,Chuva,1-5
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Normal,Chuva,Nenhum
SantanaShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,Nenhum
SantanaShopping,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Noite,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Normal,Sol,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoBaixo,VitrineMedio,Frio,Sol,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Sol,Nenhum
SantanaShopping,Marco,Manha,FluxoBaixo,VitrineMedio,Frio,Sol,Nenhum
SantanaShopping,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Normal,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoAlto,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,6-10
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,11-14
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
SantanaShopping,Fevereiro,Manha,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,Nenhum
SantanaShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Normal,MuitaChuva,1-5
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,MuitaChuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Marco,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Chuva,Nenhum
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Chuva,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Chuva,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Chuva,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Manha,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Noite,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,6-10
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,Nenhum
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,Nenhum
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Normal,Sol,1-5
SantanaShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
PinheirosShopping,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
SantanaShopping,Marco,Tarde,FluxoModerado,VitrineBaixo,Frio,Sol,1-5
