@relation dados

@attribute Loja {SantanaShopping, PinheirosShopping}
@attribute DiaDaSemana {segunda-feira, terca-feira, quarta-feira, quinta-feira, sexta-feira, Sabado, domingo}
@attribute Mes {Fevereiro, Marco}
@attribute PeriodoDoDia {Manha, Tarde, Noite}
@attribute Fluxo {SemFluxo, FluxoBaixo, FluxoModerado, FluxoAlto}
@attribute FluxoDaVitrine {VitrineNenhumMovimento, VitrineBaixo, VitrineMedio, VitrineAlto}
@attribute Temperatura {Frio, Morno, Quente, MuitoQuente}
@attribute PrevisaoDoTempo {SemChuva, PoucaChuva, ChuvaLeve, ChuvaModerada, ChuvaForte, Tempestade}
@attribute Atendimentos {SemAtendimento, 1-3Atendimentos, 4-6Atendimentos, 7-9Atendimentos, 10-12Atendimentos, 13-15Atendimentos, 19Atendimentos}

@data
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,10-12Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoModerado,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoAlto,VitrineBaixo,Quente,SemChuva,7-9Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoAlto,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoAlto,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoAlto,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoAlto,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,10-12Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Manha,FluxoModerado,VitrineMedio,Quente,SemChuva,10-12Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,13-15Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoAlto,VitrineBaixo,Quente,SemChuva,10-12Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,10-12Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,10-12Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoAlto,VitrineAlto,MuitoQuente,SemChuva,13-15Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoModerado,VitrineBaixo,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoModerado,VitrineAlto,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineAlto,Quente,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,13-15Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Quente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineAlto,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Noite,FluxoAlto,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,SemFluxo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineAlto,Morno,PoucaChuva,SemAtendimento
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,PoucaChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,PoucaChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,PoucaChuva,1-3Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,PoucaChuva,SemAtendimento
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,PoucaChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoModerado,VitrineMedio,MuitoQuente,PoucaChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,PoucaChuva,4-6Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,PoucaChuva,7-9Atendimentos
SantanaShopping,quinta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,PoucaChuva,SemAtendimento
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,10-12Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,10-12Atendimentos
SantanaShopping,sexta-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Frio,Tempestade,SemAtendimento
SantanaShopping,Sabado,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Frio,Tempestade,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Manha,FluxoModerado,VitrineMedio,Morno,Tempestade,13-15Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,Tempestade,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,Tempestade,10-12Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,Tempestade,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,Tempestade,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineBaixo,Morno,Tempestade,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,Tempestade,1-3Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoModerado,VitrineAlto,Morno,Tempestade,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoAlto,VitrineAlto,Morno,Tempestade,4-6Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,FluxoModerado,VitrineAlto,Morno,Tempestade,7-9Atendimentos
SantanaShopping,Sabado,Fevereiro,Noite,SemFluxo,VitrineNenhumMovimento,Morno,Tempestade,1-3Atendimentos
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,SemChuva,1-3Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineAlto,Morno,SemChuva,4-6Atendimentos
SantanaShopping,domingo,Fevereiro,Noite,FluxoBaixo,VitrineMedio,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Noite,FluxoAlto,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,domingo,Fevereiro,Noite,SemFluxo,VitrineBaixo,Morno,SemChuva,SemAtendimento
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaForte,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineBaixo,Morno,ChuvaForte,SemAtendimento
SantanaShopping,segunda-feira,Fevereiro,Manha,FluxoBaixo,VitrineMedio,Morno,ChuvaForte,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Morno,ChuvaForte,7-9Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoModerado,VitrineMedio,Morno,ChuvaForte,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaForte,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaForte,7-9Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoModerado,VitrineAlto,Morno,ChuvaForte,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Tarde,FluxoModerado,VitrineAlto,MuitoQuente,ChuvaForte,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineAlto,MuitoQuente,ChuvaForte,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,ChuvaForte,1-3Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,ChuvaForte,4-6Atendimentos
SantanaShopping,segunda-feira,Fevereiro,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,ChuvaForte,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Morno,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Morno,SemChuva,SemAtendimento
SantanaShopping,terca-feira,Fevereiro,Manha,SemFluxo,VitrineNenhumMovimento,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,7-9Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineBaixo,Quente,SemChuva,7-9Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,13-15Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,terca-feira,Fevereiro,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,7-9Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,FluxoBaixo,VitrineNenhumMovimento,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,terca-feira,Fevereiro,Noite,SemFluxo,VitrineNenhumMovimento,MuitoQuente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Marco,Manha,SemFluxo,VitrineNenhumMovimento,Quente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,SemAtendimento
SantanaShopping,quarta-feira,Marco,Manha,FluxoBaixo,VitrineBaixo,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineBaixo,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoModerado,VitrineMedio,Quente,SemChuva,7-9Atendimentos
SantanaShopping,quarta-feira,Marco,Tarde,FluxoBaixo,VitrineMedio,MuitoQuente,SemChuva,1-3Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoModerado,VitrineMedio,MuitoQuente,SemChuva,4-6Atendimentos
SantanaShopping,quarta-feira,Marco,Noite,FluxoBaixo,VitrineBaixo,MuitoQuente,SemChuva,4-6Atendimentos
