@relation dados

@attribute loja {ShoppingA, ShoppingB}
@attribute diaSemana {segunda, terca, quarta, quinta, sexta, sabado, domingo}
@attribute diaMes real
@attribute mes {Fevereiro, Marco}
@attribute hora real
@attribute fluxo real
@attribute fluxoVitrine real
@attribute temperatura real
@attribute umidade real
@attribute nebulosidade real
@attribute chuva real
@attribute atendimento {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}

@data
ShoppingA,sabado,25,Fevereiro,19,96,366,21.5,88,10,34.8,4
ShoppingA,sabado,25,Fevereiro,20,116,312,21.5,88,10,34.8,6
ShoppingA,sabado,25,Fevereiro,21,98,562,21.5,88,10,34.8,7
ShoppingA,sabado,25,Fevereiro,22,0,0,21.5,88,10,34.8,2
ShoppingA,domingo,26,Fevereiro,10,4,7,22.0,86,1,0.0,0
ShoppingA,domingo,26,Fevereiro,11,42,4,22.0,86,1,0.0,0
ShoppingA,domingo,26,Fevereiro,12,19,205,23.4,71,9,0.0,0
ShoppingA,domingo,26,Fevereiro,13,29,149,23.4,71,9,0.0,2
ShoppingA,domingo,26,Fevereiro,14,26,170,23.4,71,9,0.0,2
ShoppingA,domingo,26,Fevereiro,15,65,239,23.4,71,9,0.0,4
ShoppingA,domingo,26,Fevereiro,16,59,251,23.4,71,9,0.0,5
ShoppingA,domingo,26,Fevereiro,17,52,371,23.4,71,9,0.0,6
ShoppingA,domingo,26,Fevereiro,18,66,324,22.7,84,10,0.0,4
ShoppingA,domingo,26,Fevereiro,19,40,345,22.7,84,10,0.0,4
ShoppingA,domingo,26,Fevereiro,20,8,232,22.7,84,10,0.0,0
ShoppingA,domingo,26,Fevereiro,21,110,42,22.7,84,10,0.0,0
ShoppingA,domingo,26,Fevereiro,22,0,19,22.7,84,10,0.0,0
ShoppingA,segunda,27,Fevereiro,10,5,214,21.7,88,9,12.6,2
ShoppingA,segunda,27,Fevereiro,11,9,84,21.7,88,9,12.6,0
ShoppingA,segunda,27,Fevereiro,12,35,189,22.9,74,1,12.6,5
ShoppingA,segunda,27,Fevereiro,13,45,171,22.9,74,1,12.6,9
ShoppingA,segunda,27,Fevereiro,14,55,227,22.9,74,1,12.6,3
ShoppingA,segunda,27,Fevereiro,15,68,351,22.9,74,1,12.6,5
ShoppingA,segunda,27,Fevereiro,16,88,324,22.9,74,1,12.6,7
ShoppingA,segunda,27,Fevereiro,17,100,344,22.9,74,1,12.6,4
ShoppingA,segunda,27,Fevereiro,18,84,390,28.7,52,10,12.6,4
ShoppingA,segunda,27,Fevereiro,19,28,336,28.7,52,10,12.6,2
ShoppingA,segunda,27,Fevereiro,20,47,204,28.7,52,10,12.6,2
ShoppingA,segunda,27,Fevereiro,21,33,213,28.7,52,10,12.6,4
ShoppingA,segunda,27,Fevereiro,22,6,9,28.7,52,10,12.6,0
ShoppingA,terca,28,Fevereiro,10,0,0,22.8,82,10,0.0,0
ShoppingA,terca,28,Fevereiro,11,0,0,22.8,82,10,0.0,0
ShoppingA,terca,28,Fevereiro,12,0,0,24.8,66,3,0.0,4
ShoppingA,terca,28,Fevereiro,13,15,15,24.8,66,3,0.0,2
ShoppingA,terca,28,Fevereiro,14,23,52,24.8,66,3,0.0,7
ShoppingA,terca,28,Fevereiro,15,27,75,24.8,66,3,0.0,7
ShoppingA,terca,28,Fevereiro,16,33,213,24.8,66,3,0.0,13
ShoppingA,terca,28,Fevereiro,17,42,172,24.8,66,3,0.0,5
ShoppingA,terca,28,Fevereiro,18,28,127,29.0,52,7,0.0,7
ShoppingA,terca,28,Fevereiro,19,38,137,29.0,52,7,0.0,1
ShoppingA,terca,28,Fevereiro,20,5,0,29.0,52,7,0.0,2
ShoppingA,terca,28,Fevereiro,21,0,0,29.0,52,7,0.0,0
ShoppingA,quarta,1,Marco,10,0,0,24.2,73,4,0.0,0
ShoppingA,quarta,1,Marco,11,10,37,24.2,73,4,0.0,0
ShoppingA,quarta,1,Marco,12,30,75,24.8,63,8,0.0,3
ShoppingA,quarta,1,Marco,13,41,113,24.8,63,8,0.0,6
ShoppingA,quarta,1,Marco,14,57,80,24.8,63,8,0.0,6
ShoppingA,quarta,1,Marco,15,56,178,24.8,63,8,0.0,5
ShoppingA,quarta,1,Marco,16,59,157,24.8,63,8,0.0,3
ShoppingA,quarta,1,Marco,17,54,113,24.8,63,8,0.0,8
ShoppingA,quarta,1,Marco,18,35,146,30.1,45,10,0.0,3
ShoppingA,quarta,1,Marco,19,67,117,30.1,45,10,0.0,5
ShoppingA,quarta,1,Marco,20,67,265,30.1,45,10,0.0,5
ShoppingA,quarta,1,Marco,21,24,62,30.1,45,10,0.0,4
ShoppingA,quarta,1,Marco,22,5,0,30.1,45,10,0.0,1
ShoppingA,quinta,2,Marco,10,13,23,27.1,72,8,0.0,0
ShoppingA,quinta,2,Marco,11,22,40,27.1,72,8,0.0,0
ShoppingA,quinta,2,Marco,12,27,69,24.2,72,8,0.0,2
ShoppingA,quinta,2,Marco,13,11,104,24.2,72,8,0.0,1
ShoppingA,quinta,2,Marco,14,43,248,24.2,72,8,0.0,3
ShoppingA,quinta,2,Marco,15,49,237,24.2,72,8,0.0,5
ShoppingA,quinta,2,Marco,16,44,243,24.2,72,8,0.0,5
ShoppingA,quinta,2,Marco,17,50,239,24.2,72,8,0.0,0
ShoppingA,quinta,2,Marco,18,34,146,28.0,57,8,0.0,1
ShoppingA,quinta,2,Marco,19,40,124,28.0,57,8,0.0,6
ShoppingA,quinta,2,Marco,20,38,227,28.0,57,8,0.0,4
ShoppingA,quinta,2,Marco,21,6,172,28.0,57,8,0.0,0
ShoppingA,quinta,2,Marco,22,0,102,28.0,57,8,0.0,0
ShoppingA,sexta,3,Marco,10,10,244,22.3,84,9,7.0,1
ShoppingA,sexta,3,Marco,11,12,62,22.3,84,9,7.0,3
ShoppingA,sexta,3,Marco,12,19,122,22.8,84,10,7.0,1
ShoppingA,sexta,3,Marco,13,33,96,22.8,84,10,7.0,3
ShoppingA,sexta,3,Marco,14,39,137,22.8,84,10,7.0,11
ShoppingA,sexta,3,Marco,15,41,415,22.8,84,10,7.0,5
ShoppingA,sexta,3,Marco,16,31,247,22.8,84,10,7.0,3
ShoppingA,sexta,3,Marco,17,45,254,22.8,84,10,7.0,3
ShoppingA,sexta,3,Marco,18,52,114,26.8,66,10,7.0,4
ShoppingA,sexta,3,Marco,19,32,386,26.8,66,10,7.0,4
ShoppingA,sexta,3,Marco,20,38,124,26.8,66,10,7.0,7
ShoppingA,sexta,3,Marco,21,79,395,26.8,66,10,7.0,8
ShoppingA,sexta,3,Marco,22,35,90,26.8,66,10,7.0,0
ShoppingA,sabado,4,Marco,10,27,163,21.8,90,10,5.8,5
ShoppingA,sabado,4,Marco,11,32,71,21.8,90,10,5.8,3
ShoppingA,sabado,4,Marco,12,46,286,23.2,82,10,5.8,1
ShoppingA,sabado,4,Marco,13,60,382,23.2,82,10,5.8,6
ShoppingA,sabado,4,Marco,14,61,5,23.2,82,10,5.8,6
ShoppingA,sabado,4,Marco,15,111,152,23.2,82,10,5.8,7
ShoppingA,sabado,4,Marco,16,96,792,23.2,82,10,5.8,14
ShoppingA,sabado,4,Marco,17,75,431,23.2,82,10,5.8,15
ShoppingA,sabado,4,Marco,18,122,35,28.9,60,8,5.8,10
ShoppingA,sabado,4,Marco,19,68,657,28.9,60,8,5.8,13
ShoppingA,sabado,4,Marco,20,143,338,28.9,60,8,5.8,10
ShoppingA,sabado,4,Marco,21,42,540,28.9,60,8,5.8,2
ShoppingA,sabado,4,Marco,22,9,127,28.9,60,8,5.8,0
ShoppingA,domingo,5,Marco,10,4,9,23.3,77,8,0.0,0
ShoppingA,domingo,5,Marco,11,41,7,23.3,77,8,0.0,0
ShoppingA,domingo,5,Marco,12,15,187,23.2,84,10,0.0,1
ShoppingA,domingo,5,Marco,13,27,224,23.2,84,10,0.0,4
ShoppingA,domingo,5,Marco,14,35,196,23.2,84,10,0.0,5
ShoppingA,domingo,5,Marco,15,62,346,23.2,84,10,0.0,2
ShoppingA,domingo,5,Marco,16,36,617,23.2,84,10,0.0,7
ShoppingA,domingo,5,Marco,17,82,647,23.2,84,10,0.0,8
ShoppingA,domingo,5,Marco,18,69,773,27.3,66,10,0.0,12
ShoppingA,domingo,5,Marco,19,68,631,27.3,66,10,0.0,7
ShoppingA,domingo,5,Marco,20,44,557,27.3,66,10,0.0,0
ShoppingA,domingo,5,Marco,21,108,88,27.3,66,10,0.0,0
ShoppingA,domingo,5,Marco,22,0,2,27.3,66,10,0.0,0
ShoppingA,segunda,6,Marco,10,9,250,21.6,95,10,31.0,1
ShoppingA,segunda,6,Marco,11,7,55,21.6,95,10,31.0,1
ShoppingA,segunda,6,Marco,12,26,140,24.0,76,9,31.0,1
ShoppingA,segunda,6,Marco,13,27,113,24.0,76,9,31.0,1
ShoppingA,segunda,6,Marco,14,34,144,24.0,76,9,31.0,3
ShoppingA,segunda,6,Marco,15,26,151,24.0,76,9,31.0,2
ShoppingA,segunda,6,Marco,16,22,43,24.0,76,9,31.0,5
ShoppingA,segunda,6,Marco,17,38,27,24.0,76,9,31.0,4
ShoppingA,segunda,6,Marco,18,30,164,22.1,95,10,31.0,4
ShoppingA,segunda,6,Marco,19,26,132,22.1,95,10,31.0,2
ShoppingA,segunda,6,Marco,20,38,268,22.1,95,10,31.0,5
ShoppingA,segunda,6,Marco,21,31,373,22.1,95,10,31.0,3
ShoppingA,segunda,6,Marco,22,3,3,22.1,95,10,31.0,0
ShoppingA,terca,7,Marco,10,10,381,24.6,76,8,36.8,0
ShoppingA,terca,7,Marco,11,10,5,24.6,76,8,36.8,2
ShoppingA,terca,7,Marco,12,18,68,23.2,82,9,36.8,4
ShoppingA,terca,7,Marco,13,20,183,23.2,82,9,36.8,2
ShoppingA,terca,7,Marco,14,28,259,23.2,82,9,36.8,2
ShoppingA,terca,7,Marco,15,19,59,23.2,82,9,36.8,2
ShoppingA,terca,7,Marco,16,44,104,23.2,82,9,36.8,3
ShoppingA,terca,7,Marco,17,29,34,23.2,82,9,36.8,4
ShoppingA,terca,7,Marco,18,20,177,27.4,68,10,36.8,1
ShoppingA,terca,7,Marco,19,30,146,27.4,68,10,36.8,0
ShoppingA,terca,7,Marco,20,18,40,27.4,68,10,36.8,5
ShoppingA,terca,7,Marco,21,50,186,27.4,68,10,36.8,2
ShoppingA,terca,7,Marco,22,1,157,27.4,68,10,36.8,1
ShoppingA,quarta,8,Marco,10,13,197,20.8,88,10,43.6,0
ShoppingA,quarta,8,Marco,11,6,72,20.8,88,10,43.6,0
ShoppingA,quarta,8,Marco,12,16,94,22.0,89,10,43.6,2
ShoppingA,quarta,8,Marco,13,24,156,22.0,89,10,43.6,1
ShoppingA,quarta,8,Marco,14,30,281,22.0,89,10,43.6,4
ShoppingA,quarta,8,Marco,15,55,376,22.0,89,10,43.6,2
ShoppingA,quarta,8,Marco,16,22,283,22.0,89,10,43.6,1
ShoppingA,quarta,8,Marco,17,26,241,22.0,89,10,43.6,6
ShoppingA,quarta,8,Marco,18,18,66,27.1,61,10,43.6,3
ShoppingA,quarta,8,Marco,19,51,12,27.1,61,10,43.6,5
ShoppingA,quarta,8,Marco,20,28,427,27.1,61,10,43.6,3
ShoppingA,quarta,8,Marco,21,66,453,27.1,61,10,43.6,7
ShoppingA,quarta,8,Marco,22,12,9,27.1,61,10,43.6,1
ShoppingA,quinta,9,Marco,10,6,74,22.8,84,10,0.0,3
ShoppingA,quinta,9,Marco,11,18,66,22.8,84,10,0.0,2
ShoppingA,quinta,9,Marco,12,20,79,23.1,79,9,0.0,4
ShoppingA,quinta,9,Marco,13,26,115,23.1,79,9,0.0,3
ShoppingA,quinta,9,Marco,14,44,165,23.1,79,9,0.0,4
ShoppingA,quinta,9,Marco,15,56,94,23.1,79,9,0.0,6
ShoppingA,quinta,9,Marco,16,46,188,23.1,79,9,0.0,5
ShoppingA,quinta,9,Marco,17,42,187,23.1,79,9,0.0,4
ShoppingA,quinta,9,Marco,18,34,127,30.6,51,6,0.0,7
ShoppingA,quinta,9,Marco,19,35,158,30.6,51,6,0.0,3
ShoppingA,quinta,9,Marco,20,65,210,30.6,51,6,0.0,5
ShoppingA,quinta,9,Marco,21,41,186,30.6,51,6,0.0,2
ShoppingA,quinta,9,Marco,22,0,28,30.6,51,6,0.0,0
ShoppingA,sexta,10,Marco,10,11,287,25.6,79,0,0.0,2
ShoppingA,sexta,10,Marco,11,18,191,25.6,79,0,0.0,2
ShoppingA,sexta,10,Marco,12,26,51,26.0,70,10,0.0,2
ShoppingA,sexta,10,Marco,13,17,209,26.0,70,10,0.0,1
ShoppingA,sexta,10,Marco,14,33,63,26.0,70,10,0.0,3
ShoppingA,sexta,10,Marco,15,54,239,26.0,70,10,0.0,11
ShoppingA,sexta,10,Marco,16,34,124,26.0,70,10,0.0,3
ShoppingA,sexta,10,Marco,17,38,164,26.0,70,10,0.0,1
ShoppingA,sexta,10,Marco,18,45,157,30.1,55,10,0.0,2
ShoppingA,sexta,10,Marco,19,36,145,30.1,55,10,0.0,2
ShoppingA,sexta,10,Marco,20,39,320,30.1,55,10,0.0,4
ShoppingA,sexta,10,Marco,21,65,319,30.1,55,10,0.0,6
ShoppingA,sexta,10,Marco,22,3,68,30.1,55,10,0.0,0
ShoppingA,sabado,11,Marco,10,8,173,23.0,86,10,4.6,2
ShoppingA,sabado,11,Marco,11,18,178,23.0,86,10,4.6,7
ShoppingA,sabado,11,Marco,12,56,202,25.0,79,8,4.6,10
ShoppingA,sabado,11,Marco,13,75,396,25.0,79,8,4.6,7
ShoppingA,sabado,11,Marco,14,94,213,25.0,79,8,4.6,9
ShoppingA,sabado,11,Marco,15,97,436,25.0,79,8,4.6,8
ShoppingA,sabado,11,Marco,16,86,594,25.0,79,8,4.6,13
ShoppingA,sabado,11,Marco,17,72,499,25.0,79,8,4.6,15
ShoppingA,sabado,11,Marco,18,118,608,30.2,58,10,4.6,19
ShoppingA,sabado,11,Marco,19,77,891,30.2,58,10,4.6,4
ShoppingA,sabado,11,Marco,20,90,388,30.2,58,10,4.6,11
ShoppingA,sabado,11,Marco,21,84,516,30.2,58,10,4.6,2
ShoppingA,sabado,11,Marco,22,19,330,30.2,58,10,4.6,0
ShoppingA,domingo,12,Marco,10,4,2,24.4,78,10,0.0,0
ShoppingA,domingo,12,Marco,11,42,12,24.4,78,10,0.0,0
ShoppingA,domingo,12,Marco,12,24,289,25.0,78,0,0.0,2
ShoppingA,domingo,12,Marco,13,18,186,25.0,78,0,0.0,7
ShoppingA,domingo,12,Marco,14,66,117,25.0,78,0,0.0,3
ShoppingA,domingo,12,Marco,15,55,396,25.0,78,0,0.0,9
ShoppingA,domingo,12,Marco,16,97,614,25.0,78,0,0.0,5
ShoppingA,domingo,12,Marco,17,68,652,25.0,78,0,0.0,6
ShoppingA,domingo,12,Marco,18,69,410,31.2,36,8,0.0,7
ShoppingA,domingo,12,Marco,19,61,673,31.2,36,8,0.0,6
ShoppingA,domingo,12,Marco,20,20,629,31.2,36,8,0.0,1
ShoppingA,domingo,12,Marco,21,106,125,31.2,36,8,0.0,0
ShoppingA,domingo,12,Marco,22,0,38,31.2,36,8,0.0,0
ShoppingA,segunda,13,Marco,10,10,196,28.1,58,0,0.0,0
ShoppingA,segunda,13,Marco,11,13,40,28.1,58,0,0.0,3
ShoppingA,segunda,13,Marco,12,16,73,23.8,75,10,0.0,4
ShoppingA,segunda,13,Marco,13,22,145,23.8,75,10,0.0,2
ShoppingA,segunda,13,Marco,14,29,148,23.8,75,10,0.0,5
ShoppingA,segunda,13,Marco,15,24,162,23.8,75,10,0.0,5
ShoppingA,segunda,13,Marco,16,35,247,23.8,75,10,0.0,3
ShoppingA,segunda,13,Marco,17,19,172,25.2,66,10,0.0,5
ShoppingA,segunda,13,Marco,18,27,246,25.2,66,10,0.0,1
ShoppingA,segunda,13,Marco,19,23,150,25.2,66,10,0.0,4
ShoppingA,segunda,13,Marco,20,21,322,25.2,66,10,0.0,2
ShoppingA,segunda,13,Marco,21,24,160,25.2,66,10,0.0,3
ShoppingA,segunda,13,Marco,22,4,79,25.2,66,10,0.0,0
ShoppingA,terca,14,Marco,10,5,174,21.8,86,10,0.0,0
ShoppingA,terca,14,Marco,11,17,126,21.8,86,10,0.0,1
ShoppingA,terca,14,Marco,12,12,50,21.2,84,10,0.0,2
ShoppingA,terca,14,Marco,13,21,186,21.2,84,10,0.0,3
ShoppingA,terca,14,Marco,14,22,149,21.2,84,10,0.0,1
ShoppingA,terca,14,Marco,15,44,130,21.2,84,10,0.0,4
ShoppingA,terca,14,Marco,16,20,84,21.2,84,10,0.0,4
ShoppingA,terca,14,Marco,17,26,131,21.2,84,10,0.0,4
ShoppingA,terca,14,Marco,18,20,207,25.5,72,8,0.0,3
ShoppingA,terca,14,Marco,19,22,219,25.5,72,8,0.0,5
ShoppingA,terca,14,Marco,20,42,124,25.5,72,8,0.0,4
ShoppingA,terca,14,Marco,21,32,238,25.5,72,8,0.0,1
ShoppingA,terca,14,Marco,22,8,33,25.5,72,8,0.0,1
ShoppingA,quarta,15,Marco,10,9,173,21.0,92,10,3.2,1
ShoppingA,quarta,15,Marco,11,21,30,21.0,92,10,3.2,4
ShoppingA,quarta,15,Marco,12,16,82,22.4,82,8,3.2,2
ShoppingA,quarta,15,Marco,13,19,27,22.4,82,8,3.2,3
ShoppingA,quarta,15,Marco,14,43,244,22.4,82,8,3.2,2
ShoppingA,quarta,15,Marco,15,77,122,22.4,82,8,3.2,9
ShoppingA,quarta,15,Marco,16,42,82,22.4,82,8,3.2,3
ShoppingA,quarta,15,Marco,17,56,181,22.4,82,8,3.2,4
ShoppingA,quarta,15,Marco,18,48,208,28.1,58,9,3.2,8
ShoppingA,quarta,15,Marco,19,98,288,28.1,58,9,3.2,5
ShoppingA,quarta,15,Marco,20,38,187,28.1,58,9,3.2,3
ShoppingA,quarta,15,Marco,21,43,332,28.1,58,9,3.2,1
ShoppingA,quarta,15,Marco,22,1,1,28.1,58,9,3.2,0
ShoppingA,quinta,16,Marco,10,16,213,23.6,79,10,0.0,0
ShoppingA,quinta,16,Marco,11,18,74,23.6,79,10,0.0,0
ShoppingA,quinta,16,Marco,12,49,61,24.8,69,3,0.0,7
ShoppingA,quinta,16,Marco,13,21,142,24.8,69,3,0.0,3
ShoppingA,quinta,16,Marco,14,48,161,24.8,69,3,0.0,5
ShoppingA,quinta,16,Marco,15,43,351,24.8,69,3,0.0,6
ShoppingA,quinta,16,Marco,16,61,100,24.8,69,3,0.0,8
ShoppingA,quinta,16,Marco,17,57,168,24.8,69,3,0.0,4
ShoppingA,quinta,16,Marco,18,58,240,29.7,46,8,0.0,4
ShoppingA,quinta,16,Marco,19,39,94,29.7,46,8,0.0,0
ShoppingA,quinta,16,Marco,20,31,253,29.7,46,8,0.0,2
ShoppingA,quinta,16,Marco,21,34,12,29.7,46,8,0.0,3
ShoppingA,quinta,16,Marco,22,13,214,29.7,46,8,0.0,0
ShoppingA,sexta,17,Marco,10,12,175,26.2,64,4,0.0,1
ShoppingA,sexta,17,Marco,11,18,56,26.2,64,4,0.0,3
ShoppingA,sexta,17,Marco,12,22,123,26.6,60,6,0.0,0
ShoppingA,sexta,17,Marco,13,32,127,26.6,60,6,0.0,3
ShoppingA,sexta,17,Marco,14,39,237,26.6,60,6,0.0,5
ShoppingA,sexta,17,Marco,15,26,294,26.6,60,6,0.0,1
ShoppingA,sexta,17,Marco,16,53,293,26.6,60,6,0.0,6
ShoppingA,sexta,17,Marco,17,44,333,26.6,60,6,0.0,4
ShoppingA,sexta,17,Marco,18,33,185,24.0,83,10,0.0,3
ShoppingA,sexta,17,Marco,19,38,219,24.0,83,10,0.0,5
ShoppingA,sexta,17,Marco,20,50,321,24.0,83,10,0.0,4
ShoppingA,sexta,17,Marco,21,72,336,24.0,83,10,0.0,4
ShoppingA,sexta,17,Marco,22,21,6,24.0,83,10,0.0,0
ShoppingA,sabado,18,Marco,10,16,144,20.3,93,10,18.6,4
ShoppingA,sabado,18,Marco,11,21,27,20.3,93,10,18.6,8
ShoppingA,sabado,18,Marco,12,56,138,20.6,88,10,18.6,5
ShoppingA,sabado,18,Marco,13,72,199,20.6,88,10,18.6,6
ShoppingA,sabado,18,Marco,14,90,5,20.6,88,10,18.6,10
ShoppingA,sabado,18,Marco,15,100,304,20.6,88,10,18.6,13
ShoppingA,sabado,18,Marco,16,77,330,20.6,88,10,18.6,7
ShoppingA,sabado,18,Marco,17,72,209,20.6,88,10,18.6,7
ShoppingA,sabado,18,Marco,18,100,177,19.0,93,10,18.6,6
ShoppingA,sabado,18,Marco,19,70,347,19.0,93,10,18.6,10
ShoppingA,sabado,18,Marco,20,121,191,19.0,93,10,18.6,5
ShoppingA,sabado,18,Marco,21,75,539,19.0,93,10,18.6,4
ShoppingA,sabado,18,Marco,22,1,378,19.0,93,10,18.6,0
ShoppingA,domingo,19,Marco,10,4,6,18.6,90,10,0.6,0
ShoppingA,domingo,19,Marco,11,41,10,18.6,90,10,0.6,0
ShoppingA,domingo,19,Marco,12,19,229,18.4,89,10,0.6,2
ShoppingA,domingo,19,Marco,13,26,94,18.4,89,10,0.6,1
ShoppingA,domingo,19,Marco,14,50,118,18.4,89,10,0.6,5
ShoppingA,domingo,19,Marco,15,60,259,18.4,89,10,0.6,6
ShoppingA,domingo,19,Marco,16,78,459,18.4,89,10,0.6,8
ShoppingA,domingo,19,Marco,17,64,318,18.4,89,10,0.6,8
ShoppingA,domingo,19,Marco,18,58,316,18.8,88,10,0.6,7
ShoppingA,domingo,19,Marco,19,47,444,18.8,88,10,0.6,7
ShoppingA,domingo,19,Marco,20,26,381,18.8,88,10,0.6,0
ShoppingA,domingo,19,Marco,21,110,34,18.8,88,10,0.6,0
ShoppingA,domingo,19,Marco,22,0,4,18.8,88,10,0.6,0
ShoppingA,segunda,20,Marco,10,8,98,18.6,89,10,0.1,2
ShoppingA,segunda,20,Marco,11,9,41,18.6,89,10,0.1,3
ShoppingA,segunda,20,Marco,12,24,134,20.8,87,10,0.1,2
ShoppingA,segunda,20,Marco,13,26,124,20.8,87,10,0.1,3
ShoppingA,segunda,20,Marco,14,37,243,20.8,87,10,0.1,0
ShoppingA,segunda,20,Marco,15,46,303,20.8,87,10,0.1,4
ShoppingA,segunda,20,Marco,16,34,149,20.8,87,10,0.1,4
ShoppingA,segunda,20,Marco,17,24,147,20.8,87,10,0.1,3
ShoppingA,segunda,20,Marco,18,37,34,23.0,63,9,0.1,3
ShoppingA,segunda,20,Marco,19,33,444,23.0,63,9,0.1,2
ShoppingA,segunda,20,Marco,20,26,214,23.0,63,9,0.1,3
ShoppingA,segunda,20,Marco,21,49,246,23.0,63,9,0.1,3
ShoppingA,segunda,20,Marco,22,7,3,23.0,63,9,0.1,0
ShoppingA,terca,21,Marco,10,15,166,18.0,79,10,0.0,1
ShoppingA,terca,21,Marco,11,9,105,18.0,79,10,0.0,1
ShoppingA,terca,21,Marco,12,11,203,19.0,80,10,0.0,2
ShoppingA,terca,21,Marco,13,15,98,19.0,80,10,0.0,2
ShoppingA,terca,21,Marco,14,24,217,19.0,80,10,0.0,2
ShoppingA,terca,21,Marco,15,28,80,19.0,80,10,0.0,3
ShoppingA,terca,21,Marco,16,58,291,19.0,80,10,0.0,1
ShoppingA,terca,21,Marco,17,50,175,19.0,80,10,0.0,11
ShoppingA,terca,21,Marco,18,41,194,24.5,59,9,0.0,7
ShoppingA,terca,21,Marco,19,34,28,24.5,59,9,0.0,3
ShoppingA,terca,21,Marco,20,31,232,24.5,59,9,0.0,2
ShoppingA,terca,21,Marco,21,17,213,24.5,59,9,0.0,0
ShoppingA,terca,21,Marco,22,9,124,24.5,59,9,0.0,0
ShoppingA,quarta,22,Marco,10,8,196,19.3,81,10,0.0,1
ShoppingA,quarta,22,Marco,11,15,88,19.3,81,10,0.0,0
ShoppingA,quarta,22,Marco,12,18,114,20.0,74,3,0.0,1
ShoppingA,quarta,22,Marco,13,27,128,20.0,74,3,0.0,2
ShoppingA,quarta,22,Marco,14,45,216,20.0,74,3,0.0,1
ShoppingA,quarta,22,Marco,15,50,200,20.0,74,3,0.0,2
ShoppingA,quarta,22,Marco,16,48,298,20.0,74,3,0.0,1
ShoppingA,quarta,22,Marco,17,14,229,20.0,74,3,0.0,1
ShoppingA,quarta,22,Marco,18,41,297,26.0,58,6,0.0,4
ShoppingA,quarta,22,Marco,19,29,173,26.0,58,6,0.0,5
ShoppingA,quarta,22,Marco,20,38,261,26.0,58,6,0.0,3
ShoppingA,quarta,22,Marco,21,19,344,26.0,58,6,0.0,4
ShoppingA,quarta,22,Marco,22,1,77,26.0,58,6,0.0,0
ShoppingA,quinta,23,Marco,10,15,132,20.5,78,6,0.0,0
ShoppingA,quinta,23,Marco,11,18,65,20.5,78,6,0.0,1
ShoppingA,quinta,23,Marco,12,30,105,20.6,73,6,0.0,3
ShoppingA,quinta,23,Marco,13,14,131,20.6,73,6,0.0,1
ShoppingA,quinta,23,Marco,14,29,216,20.6,73,6,0.0,4
ShoppingA,quinta,23,Marco,15,37,135,20.6,73,6,0.0,5
ShoppingA,quinta,23,Marco,16,36,94,20.6,73,6,0.0,3
ShoppingA,quinta,23,Marco,17,48,10,20.6,73,6,0.0,4
ShoppingA,quinta,23,Marco,18,30,220,27.0,52,8,0.0,2
ShoppingA,quinta,23,Marco,19,35,9,27.0,52,8,0.0,2
ShoppingA,quinta,23,Marco,20,36,45,27.0,52,8,0.0,3
ShoppingA,quinta,23,Marco,21,30,201,27.0,52,8,0.0,2
ShoppingA,quinta,23,Marco,22,0,6,27.0,52,8,0.0,0
ShoppingA,sexta,24,Marco,10,16,267,21.0,80,10,0.0,0
ShoppingA,sexta,24,Marco,11,18,36,21.0,80,10,0.0,0
ShoppingA,sexta,24,Marco,12,11,52,20.4,76,1,0.0,2
ShoppingA,sexta,24,Marco,13,25,155,20.4,76,1,0.0,1
ShoppingA,sexta,24,Marco,14,45,178,20.4,76,1,0.0,3
ShoppingA,sexta,24,Marco,15,36,319,20.4,76,1,0.0,5
ShoppingA,sexta,24,Marco,16,30,200,20.4,76,1,0.0,3
ShoppingA,sexta,24,Marco,17,55,275,20.4,76,1,0.0,7
ShoppingA,sexta,24,Marco,18,48,328,28.7,45,9,0.0,3
ShoppingA,sexta,24,Marco,19,54,200,28.7,45,9,0.0,8
ShoppingA,sexta,24,Marco,20,88,445,28.7,45,9,0.0,6
ShoppingA,sexta,24,Marco,21,56,291,28.7,45,9,0.0,10
ShoppingA,sexta,24,Marco,22,10,124,28.7,45,9,0.0,0
ShoppingA,sabado,25,Marco,10,19,124,21.4,87,9,8.0,1
ShoppingA,sabado,25,Marco,11,29,98,21.4,87,9,8.0,3
ShoppingA,sabado,25,Marco,12,32,274,22.8,73,3,8.0,5
ShoppingA,sabado,25,Marco,13,47,190,22.8,73,3,8.0,6
ShoppingA,sabado,25,Marco,14,57,362,22.8,73,3,8.0,7
ShoppingA,sabado,25,Marco,15,84,52,22.8,73,3,8.0,10
ShoppingA,sabado,25,Marco,16,97,914,22.8,73,3,8.0,8
ShoppingA,sabado,25,Marco,17,101,790,22.8,73,3,8.0,8
ShoppingA,sabado,25,Marco,18,66,235,24.4,71,10,8.0,6
ShoppingA,sabado,25,Marco,19,88,819,24.4,71,10,8.0,12
ShoppingA,sabado,25,Marco,20,86,796,24.4,71,10,8.0,10
ShoppingA,sabado,25,Marco,21,83,895,24.4,71,10,8.0,6
ShoppingA,sabado,25,Marco,22,4,275,24.4,71,10,8.0,0
ShoppingA,domingo,26,Marco,10,4,2,20.7,77,3,1.0,0
ShoppingA,domingo,26,Marco,11,40,16,20.7,77,3,1.0,0
